rank, kata, kemunculan, kata * kemunculan
1202,dinyatakan,9,10818
1203,ataupun,9,10827
1204,KUHP,9,10836
1205,strategis,9,10845
1206,Pansus,9,10854
1207,Hadir,9,10863
1208,menempati,9,10872
1209,pemimpin,9,10881
1210,jenjang,9,10890
1211,manusia,9,10899
1212,PDI,9,10908
1213,mengedepankan,9,10917
1214,pembatasan,9,10926
1215,bentuk,9,10935
1216,ricuh,9,10944
1217,pantauan,9,10953
1218,sang,9,10962
1219,tangan,9,10971
1220,Mitra,9,10980
1221,mosi,9,10989
1222,Depok,9,10998
1223,penggunaan,9,11007
1224,Taufan,9,11016
1225,harusnya,9,11025
1226,berakhir,9,11034
1227,Masjid,9,11043
1228,diunggah,9,11052
1229,terkena,9,11061
1230,dinilai,9,11070
1231,kapan,9,11079
1232,Khairun,9,11088
1233,bila,9,11097
1234,komunikasi,9,11106
1235,prioritas,9,11115
1236,membahas,9,11124
1237,Arman,9,11133
1238,transportasi,9,11142
1239,pengaduan,9,11151
1240,turut,9,11160
1241,Daryono,9,11169
1242,Airlangga,9,11178
1243,universitas,9,11187
1244,Dony,9,11196
1245,Waena,9,11205
1246,kekayaan,9,11214
1247,22,9,11223
1248,subsider,9,11232
1249,akhir,9,11241
1250,suap,9,11250
1251,keluarganya,9,11259
1252,segala,9,11268
1253,Informatika,9,11277
1254,Kombes,9,11286
1255,sumber,9,11295
1256,menunjukkan,9,11304
1257,Bank,9,11313
1258,Komnas,9,11322
1259,musim,9,11331
1260,insiden,9,11340
1261,Keduanya,9,11349
1262,tutup,9,11358
1263,Semua,9,11367
1264,izin,9,11376
1265,depannya,9,11385
1266,hoaks,9,11394
1267,ditetapkan,9,11403
1268,MAB,9,11412
1269,meninggalkan,9,11421
1270,Bangsa,9,11430
1271,pemekaran,9,11439
1272,menciptakan,9,11448
1273,narapidana,9,11457
1274,jejak,9,11466
1275,Perempuan,9,11475
1276,Susilo,9,11484
1277,lolos,9,11493
1278,Wisnu,9,11502
1279,dinas,9,11511
1280,sehat,9,11520
1281,gugur,9,11529
1282,si,9,11538
1283,prosedur,9,11547
1284,pengesahan,9,11556
1285,memaparkan,9,11565
1286,Ternate,9,11574
1287,berkoordinasi,9,11583
1288,penurunan,9,11592
1289,tambahan,9,11601
1290,18,9,11610
1291,halaman,9,11619
1292,pendemo,9,11628
1293,Divisi,9,11637
1294,bangunan,9,11646
1295,udara,9,11655
1296,parlemen,9,11664
1297,Kaltim,9,11673
1298,hendak,9,11682
1299,kenaikan,9,11691
1300,berkembang,9,11700
1301,perwakilan,9,11709
1302,Ketika,9,11718
1303,Bandara,9,11727
1304,buah,9,11736
1305,kilometer,9,11745
1306,yakin,9,11754
1307,Dan,9,11763
1308,45,9,11772
1309,lingkungan,9,11781
1310,mengajukan,9,11790
1311,at,9,11799
1312,tenang,9,11808
1313,paus,9,11817
1314,dikabarkan,9,11826
1315,serangan,9,11835
1316,perubahan,9,11844
1317,Pihak,9,11853
1318,16,9,11862
1319,usulan,9,11871
1320,Penerangan,9,11880
1321,bertemu,9,11889
1322,Sri,9,11898
1323,pisau,9,11907
1324,upacara,9,11916
1325,Malaysia,9,11925
1326,Jum,9,11934
1327,se,9,11943
1328,menemui,9,11952
1329,luas,9,11961
1330,diberitakan,9,11970
1331,Menko,8,10648
1332,partainya,8,10656
1333,Wilayah,8,10664
1334,Kompol,8,10672
1335,keberadaan,8,10680
1336,pembayaran,8,10688
1337,13,8,10696
1338,Pertanian,8,10704
1339,mengetahui,8,10712
1340,Sandi,8,10720
1341,kabupaten,8,10728
1342,Sejak,8,10736
1343,panjang,8,10744
1344,menyambut,8,10752
1345,diperiksa,8,10760
1346,Tegalluar,8,10768
1347,ART,8,10776
1348,Siber,8,10784
1349,Kemarin,8,10792
1350,mewujudkan,8,10800
1351,Kepulauan,8,10808
1352,posisi,8,10816
1353,ruf,8,10824
1354,almarhum,8,10832
1355,gagal,8,10840
1356,perpanjangan,8,10848
1357,Satuan,8,10856
1358,peringkat,8,10864
1359,pesawat,8,10872
1360,AD,8,10880
1361,Sriwijaya,8,10888
1362,terlilit,8,10896
1363,pantai,8,10904
1364,melainkan,8,10912
1365,menyusun,8,10920
1366,mudahan,8,10928
1367,pribadi,8,10936
1368,dibahas,8,10944
1369,Putih,8,10952
1370,Selama,8,10960
1371,Tsani,8,10968
1372,kabinet,8,10976
1373,rangkaian,8,10984
1374,Ma,8,10992
1375,Sakti,8,11000
1376,Majalengka,8,11008
1377,kiri,8,11016
1378,duduk,8,11024
1379,mengajak,8,11032
1380,tenaga,8,11040
1381,WIT,8,11048
1382,AA,8,11056
1383,mengingatkan,8,11064
1384,aja,8,11072
1385,mengeluarkan,8,11080
1386,Pelaku,8,11088
1387,dibuka,8,11096
1388,perjalanan,8,11104
1389,tsunami,8,11112
1390,menyelidiki,8,11120
1391,Ruang,8,11128
1392,jabatan,8,11136
1393,permasalahan,8,11144
1394,gubernur,8,11152
1395,menghasilkan,8,11160
1396,Menurutnya,8,11168
1397,Diketahui,8,11176
1398,PKB,8,11184
1399,Rudiantara,8,11192
1400,Lokasi,8,11200
1401,mengkaji,8,11208
1402,patroli,8,11216
1403,perawatan,8,11224
1404,Israel,8,11232
1405,etik,8,11240
1406,Kedua,8,11248
1407,pengusaha,8,11256
1408,Hotel,8,11264
1409,meluas,8,11272
1410,kecelakaan,8,11280
1411,divonis,8,11288
1412,ramai,8,11296
1413,berdiri,8,11304
1414,Sumut,8,11312
1415,berupaya,8,11320
1416,keselamatan,8,11328
1417,pemotong,8,11336
1418,Tangsel,8,11344
1419,berdekatan,8,11352
1420,Penajam,8,11360
1421,bersalah,8,11368
1422,pengadilan,8,11376
1423,pernyataan,8,11384
1424,SO,8,11392
1425,Kerja,8,11400
1426,merencanakan,8,11408
1427,dikenal,8,11416
1428,gajah,8,11424
1429,ditarik,8,11432
1430,desa,8,11440
1431,inovasi,8,11448
1432,beroperasi,8,11456
1433,DP,8,11464
1434,melunasi,8,11472
1435,Sebuah,8,11480
1436,sabu,8,11488
1437,21,8,11496
1438,Kartanegara,8,11504
1439,wisata,8,11512
1440,Rawalumbu,8,11520
1441,Paser,8,11528
1442,RM,8,11536
1443,zona,8,11544
1444,Rencana,8,11552
1445,melawan,8,11560
1446,perolehan,8,11568
1447,Sadili,8,11576
1448,selain,8,11584
1449,batu,8,11592
1450,dewan,8,11600
1451,juru,8,11608
1452,awalnya,8,11616
1453,bertugas,8,11624
1454,pasca,8,11632
1455,aktif,8,11640
1456,bergerak,8,11648
1457,Tiga,8,11656
1458,Perwakilan,8,11664
1459,selaku,8,11672
1460,cuaca,8,11680
1461,Prada,8,11688
1462,Kodam,8,11696
1463,Video,8,11704
1464,pemuda,8,11712
1465,berencana,8,11720
1466,Kalbar,8,11728
1467,mendengar,8,11736
1468,Sosial,8,11744
1469,Masih,8,11752
1470,FKIK,8,11760
1471,skala,8,11768
1472,diminta,8,11776
1473,mengakibatkan,8,11784
1474,makan,8,11792
1475,Bundaran,8,11800
1476,disuruh,8,11808
1477,minum,8,11816
1478,Pemasyarakatan,8,11824
1479,area,8,11832
1480,perkembangan,8,11840
1481,penolakan,8,11848
1482,Jatim,8,11856
1483,Satu,8,11864
1484,wajah,8,11872
1485,TPU,8,11880
1486,status,8,11888
1487,permohonan,8,11896
1488,Yasonna,8,11904
1489,Wakayama,8,11912
1490,menangani,8,11920
1491,semula,7,10437
1492,mengenal,7,10444
1493,disapa,7,10451
1494,Ari,7,10458
1495,mendatangi,7,10465
1496,pemblokiran,7,10472
1497,Purnomo,7,10479
1498,terbukti,7,10486
1499,mempelajari,7,10493
1500,Juru,7,10500
1501,duka,7,10507
1502,disabilitas,7,10514
1503,Kelautan,7,10521
1504,terjadinya,7,10528
1505,Pemilihan,7,10535
1506,Perikanan,7,10542
1507,kader,7,10549
1508,alat,7,10556
1509,parade,7,10563
1510,Cikalongwetan,7,10570
1511,Allah,7,10577
1512,kerap,7,10584
1513,laut,7,10591
1514,Selanjutnya,7,10598
1515,pengungsi,7,10605
1516,bunga,7,10612
1517,Mohamad,7,10619
1518,beserta,7,10626
1519,ditanya,7,10633
1520,hijau,7,10640
1521,asli,7,10647
1522,dikelola,7,10654
1523,tulisan,7,10661
1524,menyusul,7,10668
1525,Jepang,7,10675
1526,selesaikan,7,10682
1527,TNKB,7,10689
1528,mengingat,7,10696
1529,Rebana,7,10703
1530,pergerakan,7,10710
1531,bermotor,7,10717
1532,menjalankan,7,10724
1533,Kepresidenan,7,10731
1534,SA,7,10738
1535,kosong,7,10745
1536,250,7,10752
1537,Keuangan,7,10759
1538,Keahlian,7,10766
1539,meyakini,7,10773
1540,liang,7,10780
1541,mengungkap,7,10787
1542,2020,7,10794
1543,lengkap,7,10801
1544,perbatasan,7,10808
1545,Lebanon,7,10815
1546,Misem,7,10822
1547,selanjutnya,7,10829
1548,senilai,7,10836
1549,disiapkan,7,10843
1550,365,7,10850
1551,demonstrasi,7,10857
1552,menangis,7,10864
1553,Atas,7,10871
1554,taman,7,10878
1555,Bolivia,7,10885
1556,pertimbangan,7,10892
1557,Rusia,7,10899
1558,VII,7,10906
1559,kategori,7,10913
1560,menghadiri,7,10920
1561,Pernyataan,7,10927
1562,solusi,7,10934
1563,skor,7,10941
1564,SMS,7,10948
1565,AFP,7,10955
1566,miliknya,7,10962
1567,rekam,7,10969
1568,maaf,7,10976
1569,Rancangan,7,10983
1570,bensin,7,10990
1571,Solidaritas,7,10997
1572,AR,7,11004
1573,apalagi,7,11011
1574,kimia,7,11018
1575,UAJ,7,11025
1576,APBD,7,11032
1577,menjawab,7,11039
1578,memungkinkan,7,11046
1579,rotasi,7,11053
1580,Mahasiswa,7,11060
1581,Semarang,7,11067
1582,temannya,7,11074
1583,kinerja,7,11081
1584,pelaksanaan,7,11088
1585,tiket,7,11095
1586,habis,7,11102
1587,Bukan,7,11109
1588,legislatif,7,11116
1589,beredar,7,11123
1590,kediaman,7,11130
1591,meskipun,7,11137
1592,muda,7,11144
1593,Hakim,7,11151
1594,Mojokerto,7,11158
1595,truk,7,11165
1596,S,7,11172
1597,permintaan,7,11179
1598,lanjutnya,7,11186
1599,penjarahan,7,11193
1600,tentu,7,11200
1601,dikirim,7,11207
1602,dimaksud,7,11214
1603,Perumnas,7,11221
1604,mengirim,7,11228
1605,Bintang,7,11235
1606,BTN,7,11242
1607,memantau,7,11249
1608,tujuh,7,11256
1609,mengembangkan,7,11263
1610,badan,7,11270
1611,pansel,7,11277
1612,wanita,7,11284
1613,Nanti,7,11291
1614,dihentikan,7,11298
1615,panitia,7,11305
1616,Demo,7,11312
1617,mengantisipasi,7,11319
1618,sebelah,7,11326
1619,Kapolsek,7,11333
1620,turun,7,11340
1621,32,7,11347
1622,ruangan,7,11354
1623,organisasi,7,11361
1624,Pondok,7,11368
1625,mahasiswi,7,11375
1626,bermain,7,11382
1627,iuran,7,11389
1628,Laporan,7,11396
1629,kampus,7,11403
1630,Bicara,7,11410
1631,sekadar,7,11417
1632,Nusantara,7,11424
1633,Sebelum,7,11431
1634,meningkat,7,11438
1635,mengecek,7,11445
1636,bintang,7,11452
1637,Birokrasi,7,11459
1638,PUPR,7,11466
1639,aspek,7,11473
1640,Merah,7,11480
1641,diselesaikan,7,11487
1642,rasis,7,11494
1643,perlindungan,7,11501
1644,dampak,7,11508
1645,Syafrial,7,11515
1646,Yudhoyono,7,11522
1647,sebab,7,11529
1648,Argo,7,11536
1649,menarik,7,11543
1650,anggaran,7,11550
1651,tilang,7,11557
1652,penelitian,7,11564
1653,kunci,7,11571
1654,bermula,7,11578
1655,RD,7,11585
1656,disebutkan,7,11592
1657,kerusakan,7,11599
1658,tangis,7,11606
1659,kewenangan,7,11613
1660,paham,7,11620
1661,rombongan,7,11627
1662,Pelayanan,7,11634
1663,Patuh,7,11641
1664,Mahkamah,7,11648
1665,jawab,7,11655
1666,penyandang,7,11662
1667,Brimob,7,11669
1668,unek,7,11676
1669,HAM,7,11683
1670,menetapkan,7,11690
1671,pergub,7,11697
1672,motif,7,11704
1673,dilindungi,7,11711
1674,orientasi,7,11718
1675,Pertamina,7,11725
1676,kenapa,7,11732
1677,Anwar,7,11739
1678,ialah,6,10068
1679,seluler,6,10074
1680,bertahan,6,10080
1681,kasih,6,10086
1682,berniat,6,10092
1683,pakaian,6,10098
1684,memperlihatkan,6,10104
1685,Lapangan,6,10110
1686,sanksi,6,10116
1687,400,6,10122
1688,Kapolri,6,10128
1689,Kehutanan,6,10134
1690,diikuti,6,10140
1691,laki,6,10146
1692,Roy,6,10152
1693,Unkhair,6,10158
1694,pelatihan,6,10164
1695,kamar,6,10170
1696,Tindak,6,10176
1697,Pesona,6,10182
1698,normal,6,10188
1699,satwa,6,10194
1700,singkat,6,10200
1701,berkumpul,6,10206
1702,dipilih,6,10212
1703,Cidahu,6,10218
1704,pembiayaan,6,10224
1705,Banjarsari,6,10230
1706,antre,6,10236
1707,Australia,6,10242
1708,Makam,6,10248
1709,Smart,6,10254
1710,Taspirin,6,10260
1711,Smule,6,10266
1712,AKP,6,10272
1713,Hezbollah,6,10278
1714,disembunyikan,6,10284
1715,bertujuan,6,10290
1716,XVII,6,10296
1717,efektif,6,10302
1718,kekeringan,6,10308
1719,pekerjaan,6,10314
1720,pajak,6,10320
1721,Kelapa,6,10326
1722,gelas,6,10332
1723,Rodja,6,10338
1724,Sedangkan,6,10344
1725,Rektor,6,10350
1726,aliran,6,10356
1727,mulut,6,10362
1728,Rawa,6,10368
1729,Strategi,6,10374
1730,dikerjakan,6,10380
1731,tuturnya,6,10386
1732,Mobil,6,10392
1733,Kitab,6,10398
1734,tercatat,6,10404
1735,BTS,6,10410
1736,fraksinya,6,10416
1737,dilihat,6,10422
1738,Tadi,6,10428
1739,tua,6,10434
1740,Deputi,6,10440
1741,cita,6,10446
1742,Topas,6,10452
1743,teknologi,6,10458
1744,sesuatu,6,10464
1745,kejahatan,6,10470
1746,gugatan,6,10476
1747,semangat,6,10482
1748,Besar,6,10488
1749,marah,6,10494
1750,SAR,6,10500
1751,penentuan,6,10506
1752,pakai,6,10512
1753,lapor,6,10518
1754,semester,6,10524
1755,muka,6,10530
1756,SG,6,10536
1757,terpengaruh,6,10542
1758,ekor,6,10548
1759,maju,6,10554
1760,jiwa,6,10560
1761,ketertiban,6,10566
1762,bawa,6,10572
1763,coba,6,10578
1764,hilangnya,6,10584
1765,kendali,6,10590
1766,PN,6,10596
1767,rawa,6,10602
1768,percepatan,6,10608
1769,diajukan,6,10614
1770,Bulog,6,10620
1771,meminum,6,10626
1772,kesulitan,6,10632
1773,memutuskan,6,10638
1774,berunjuk,6,10644
1775,meski,6,10650
1776,dimanfaatkan,6,10656
1777,bandar,6,10662
1778,Sampai,6,10668
1779,Pramono,6,10674
1780,bagus,6,10680
1781,Patrialis,6,10686
1782,sebagaimana,6,10692
1783,mengizinkan,6,10698
1784,tujuan,6,10704
1785,menurun,6,10710
1786,seseorang,6,10716
1787,Azis,6,10722
1788,silam,6,10728
1789,didapat,6,10734
1790,fungsi,6,10740
1791,Tetapi,6,10746
1792,Pers,6,10752
1793,Panglima,6,10758
1794,Turki,6,10764
1795,Republik,6,10770
1796,tahapan,6,10776
1797,memenuhi,6,10782
1798,papar,6,10788
1799,Palembang,6,10794
1800,Tepat,6,10800
1801,memprovokasi,6,10806
1802,Syauqi,6,10812
1803,AG,6,10818
1804,dijadikan,6,10824
1805,Zulkifli,6,10830
1806,Lintas,6,10836
1807,Waktu,6,10842
1808,Sumber,6,10848
1809,Anung,6,10854
1810,antar,6,10860
1811,Tata,6,10866
1812,terdiri,6,10872
1813,perdagangan,6,10878
1814,Kasus,6,10884
1815,Ibunda,6,10890
1816,Lumbu,6,10896
1817,Mapolda,6,10902
1818,tertarik,6,10908
1819,penanganan,6,10914
1820,pertengahan,6,10920
1821,sepi,6,10926
1822,diharapkan,6,10932
1823,makanya,6,10938
1824,menjadikan,6,10944
1825,dokter,6,10950
1826,subuh,6,10956
1827,gejolak,6,10962
1828,bahan,6,10968
1829,kesalahan,6,10974
1830,III,6,10980
1831,Penanggulangan,6,10986
1832,Siburian,6,10992
1833,Ilmu,6,10998
1834,perusuh,6,11004
1835,Trump,6,11010
1836,nyanyi,6,11016
1837,pelecehan,6,11022
1838,Ribuan,6,11028
1839,harapkan,6,11034
1840,Metropolitan,6,11040
1841,berkaitan,6,11046
1842,memicu,6,11052
1843,bersatu,6,11058
1844,catatan,6,11064
1845,Operasional,6,11070
1846,maksimal,6,11076
1847,wali,6,11082
1848,bertambah,6,11088
1849,perkebunan,6,11094
1850,cerita,6,11100
1851,dibanding,6,11106
1852,Pasalnya,6,11112
1853,Kemenko,6,11118
1854,cuma,6,11124
1855,angkasa,6,11130
1856,Markas,6,11136
1857,Baca,6,11142
1858,Laut,6,11148
1859,Pasar,6,11154
1860,meluncurkan,6,11160
1861,kebutuhan,6,11166
1862,perut,6,11172
1863,kebencian,6,11178
1864,Karawang,6,11184
1865,Luwu,6,11190
1866,Dugaan,6,11196
1867,demi,6,11202
1868,sisa,6,11208
1869,2023,6,11214
1870,disertai,6,11220
1871,Kawasan,6,11226
1872,muridnya,6,11232
1873,Dua,6,11238
1874,takut,6,11244
1875,ahli,6,11250
1876,Capim,6,11256
1877,Sumatera,6,11262
1878,layak,6,11268
1879,Uang,6,11274
1880,Marina,6,11280
1881,ratusan,6,11286
1882,Marjuki,6,11292
1883,kalinya,6,11298
1884,Hanya,6,11304
1885,menerbitkan,6,11310
1886,Kepada,6,11316
1887,melewati,6,11322
1888,pemilihan,6,11328
1889,perintah,6,11334
1890,Sooko,6,11340
1891,Ketapang,6,11346
1892,Panja,6,11352
1893,40,6,11358
1894,dipidana,6,11364
1895,Kajian,6,11370
1896,300,6,11376
1897,Seorang,6,11382
1898,Berita,6,11388
1899,destinasi,6,11394
1900,botol,6,11400
1901,Patimban,6,11406
1902,butuh,6,11412
1903,hujan,6,11418
1904,lagu,6,11424
1905,akar,6,11430
1906,Ferdiansyah,6,11436
1907,LP,6,11442
1908,Aceh,6,11448
1909,Terusan,6,11454
1910,Pasca,6,11460
1911,Layanan,6,11466
1912,Bali,6,11472
1913,Firli,6,11478
1914,Timor,6,11484
1915,Sidik,6,11490
1916,Perjuangan,6,11496
1917,berubah,6,11502
1918,keempat,6,11508
1919,black,6,11514
1920,bersangkutan,6,11520
1921,menahan,6,11526
1922,kena,6,11532
1923,716,6,11538
1924,setidaknya,6,11544
1925,demokrasi,6,11550
1926,out,6,11556
1927,Ace,6,11562
1928,WS,6,11568
1929,terutama,6,11574
1930,Khusus,6,11580
1931,Cikeas,6,11586
1932,ton,6,11592
1933,Hady,5,9665
1934,Teknologi,5,9670
1935,setuju,5,9675
1936,ujaran,5,9680
1937,SH,5,9685
1938,dibekap,5,9690
1939,Duren,5,9695
1940,tantangan,5,9700
1941,digital,5,9705
1942,dialami,5,9710
1943,PK,5,9715
1944,Arus,5,9720
1945,Harapan,5,9725
1946,Malang,5,9730
1947,berduka,5,9735
1948,Hasyim,5,9740
1949,pulih,5,9745
1950,penumpang,5,9750
1951,Kevin,5,9755
1952,harap,5,9760
1953,Daya,5,9765
1954,perang,5,9770
1955,main,5,9775
1956,kondisinya,5,9780
1957,Militer,5,9785
1958,Yury,5,9790
1959,dipimpin,5,9795
1960,evaluasi,5,9800
1961,dijual,5,9805
1962,Pertama,5,9810
1963,Kingkin,5,9815
1964,menanggapi,5,9820
1965,B,5,9825
1966,buntut,5,9830
1967,terang,5,9835
1968,Kehormatan,5,9840
1969,Jojo,5,9845
1970,kain,5,9850
1971,atraksi,5,9855
1972,Memang,5,9860
1973,Mahathir,5,9865
1974,Hansen,5,9870
1975,penyebaran,5,9875
1976,susulan,5,9880
1977,Dishub,5,9885
1978,hutan,5,9890
1979,Komplek,5,9895
1980,Candra,5,9900
1981,hutangnya,5,9905
1982,berkunjung,5,9910
1983,cerah,5,9915
1984,pertunjukan,5,9920
1985,melampaui,5,9925
1986,Sistem,5,9930
1987,UNHCR,5,9935
1988,Pahlawan,5,9940
1989,televisi,5,9945
1990,modal,5,9950
1991,ganti,5,9955
1992,DPO,5,9960
1993,Koalisi,5,9965
1994,Asfinawati,5,9970
1995,Lima,5,9975
1996,Panjaitan,5,9980
1997,buka,5,9985
1998,mempertimbangkan,5,9990
1999,cinta,5,9995
2000,YIA,5,10000
2001,narkoba,5,10005
2002,Sultra,5,10010
2003,kandung,5,10015
2004,Numberi,5,10020
2005,Daily,5,10025
2006,berkualitas,5,10030
2007,shalat,5,10035
2008,RX,5,10040
2009,Kebijakan,5,10045
2010,Meteorologi,5,10050
2011,Hadi,5,10055
2012,menangkap,5,10060
2013,sah,5,10065
2014,Semoga,5,10070
2015,konten,5,10075
2016,suatu,5,10080
2017,Sopiandi,5,10085
2018,Pria,5,10090
2019,Lenis,5,10095
2020,tarif,5,10100
2021,penataan,5,10105
2022,kepemilikan,5,10110
2023,nya,5,10115
2024,tambah,5,10120
2025,berbasis,5,10125
2026,difungsikan,5,10130
2027,ASN,5,10135
2028,Sarjana,5,10140
2029,Frans,5,10145
2030,Air,5,10150
2031,menaikkan,5,10155
2032,Freddy,5,10160
2033,tembok,5,10165
2034,dorong,5,10170
2035,timur,5,10175
2036,Yunani,5,10180
2037,dikhawatirkan,5,10185
2038,P,5,10190
2039,autopsi,5,10195
2040,dikirimkan,5,10200
2041,kode,5,10205
2042,Wacana,5,10210
2043,Prasetyo,5,10215
2044,King,5,10220
2045,Belum,5,10225
2046,asing,5,10230
2047,Korps,5,10235
2048,Asia,5,10240
2049,berfungsi,5,10245
2050,rusak,5,10250
2051,Supratman,5,10255
2052,stok,5,10260
2053,Mulyana,5,10265
2054,narkotika,5,10270
2055,Condon,5,10275
2056,mengenakan,5,10280
2057,Calon,5,10285
2058,Ansanai,5,10290
2059,Hendi,5,10295
2060,bakarnya,5,10300
2061,Lanka,5,10305
2062,bahasa,5,10310
2063,diterjunkan,5,10315
2064,manajemen,5,10320
2065,diskusi,5,10325
2066,Dilansir,5,10330
2067,diusulkan,5,10335
2068,Tommy,5,10340
2069,Arsul,5,10345
2070,Mano,5,10350
2071,Abaidata,5,10355
2072,Akan,5,10360
2073,kematian,5,10365
2074,via,5,10370
2075,Cilegon,5,10375
2076,Pilar,5,10380
2077,perguruan,5,10385
2078,menargetkan,5,10390
2079,Yulianto,5,10395
2080,Syidiq,5,10400
2081,supaya,5,10405
2082,Bencana,5,10410
2083,berjejer,5,10415
2084,Kasdam,5,10420
2085,mendalami,5,10425
2086,pelantikan,5,10430
2087,Tito,5,10435
2088,melayani,5,10440
2089,Raweyai,5,10445
2090,memanfaatkan,5,10450
2091,Bisa,5,10455
2092,memimpin,5,10460
2093,mendalam,5,10465
2094,Bantuan,5,10470
2095,Bagus,5,10475
2096,dimiliki,5,10480
2097,berlalu,5,10485
2098,Ida,5,10490
2099,penandaan,5,10495
2100,karangan,5,10500
2101,pedalaman,5,10505
2102,PBB,5,10510
2103,koperasi,5,10515
2104,UI,5,10520
2105,persiapan,5,10525
2106,41,5,10530
2107,menemani,5,10535
2108,positif,5,10540
2109,penyelesaian,5,10545
2110,mengumumkannya,5,10550
2111,pemberitaan,5,10555
2112,Nasiari,5,10560
2113,Lantas,5,10565
2114,mabuk,5,10570
2115,Bagian,5,10575
2116,Penmas,5,10580
2117,Kini,5,10585
2118,pola,5,10590
2119,Widjomarmo,5,10595
2120,CPNS,5,10600
2121,Staf,5,10605
2122,Ilham,5,10610
2123,sekelompok,5,10615
2124,bayi,5,10620
2125,warganya,5,10625
2126,urut,5,10630
2127,beli,5,10635
2128,Austria,5,10640
2129,suasana,5,10645
2130,kalangan,5,10650
2131,AL,5,10655
2132,IV,5,10660
2133,pintar,5,10665
2134,Said,5,10670
2135,Laksdya,5,10675
2136,pembuatan,5,10680
2137,dollar,5,10685
2138,TKP,5,10690
2139,Gatot,5,10695
2140,patung,5,10700
2141,stiker,5,10705
2142,berikan,5,10710
2143,Disabilitas,5,10715
2144,terdekat,5,10720
2145,TelkomGroup,5,10725
2146,utangnya,5,10730
2147,dikeluarkan,5,10735
2148,07,5,10740
2149,ribu,5,10745
2150,Ali,5,10750
2151,rancangan,5,10755
2152,menendang,5,10760
2153,Amerika,5,10765
2154,Muslim,5,10770
2155,Tajima,5,10775
2156,kerjanya,5,10780
2157,ruas,5,10785
2158,mengawal,5,10790
2159,melanjutkan,5,10795
2160,TV,5,10800
2161,Alfred,5,10805
2162,Dirinya,5,10810
2163,konstruktif,5,10815
2164,siswa,5,10820
2165,berangkat,5,10825
2166,buku,5,10830
2167,diizinkan,5,10835
2168,Dachi,5,10840
2169,diatur,5,10845
2170,Inggris,5,10850
2171,pembelian,5,10855
2172,penyampaian,5,10860
2173,wakil,5,10865
2174,mengelola,5,10870
2175,Tabuni,5,10875
2176,Wakapolres,5,10880
2177,buruk,5,10885
2178,legislasi,5,10890
2179,Letjen,5,10895
2180,Victor,5,10900
2181,terpisah,5,10905
2182,diproduksi,5,10910
2183,kenal,5,10915
2184,senior,5,10920
2185,97,5,10925
2186,kredit,5,10930
2187,otonomi,5,10935
2188,cetak,5,10940
2189,Iya,5,10945
2190,KAI,5,10950
2191,Juni,5,10955
2192,responden,5,10960
2193,terlebih,5,10965
2194,serius,5,10970
2195,tunggu,5,10975
2196,S1,5,10980
2197,Bahasa,5,10985
2198,SMK,5,10990
2199,biasanya,5,10995
2200,Jusuf,5,11000
2201,Yorrys,5,11005
2202,menawarkan,5,11010
2203,Geofisika,5,11015
2204,Batam,5,11020
2205,berwarna,5,11025
2206,Emil,5,11030
2207,Luar,5,11035
2208,Antara,5,11040
2209,Hamadi,5,11045
2210,Banyuanyar,5,11050
